Filler,Anova (p),Log^2 FX/Ctl,p-Value
g3234,0.699570233,-0.1736613,0.155168678
g3235,0.699688321,0.146341618,0.155095375
g3236,0.69970187,-0.10677764,0.155086965
g3237,0.700190922,-0.155977203,0.154783524
g3238,0.700192104,-0.151462646,0.154782791
g3239,0.700651538,-0.184206684,0.15449792
g3240,0.700729156,0.147228373,0.154449812
g3241,0.700871855,0.193220809,0.15436138
g3242,0.701074216,0.227067611,0.154236005
g3243,0.7012343,0.158899623,0.154136849
g3244,0.701264121,0.508779936,0.15411838
g3245,0.701331875,-0.41892181,0.154076422
g3246,0.701448233,-0.31006918,0.154004374
g3247,0.701511222,-1.273366897,0.153965377
g3248,0.701564898,0.094865857,0.153932149
g3249,0.701606591,-0.453414027,0.15390634
g3250,0.701724487,0.132444292,0.153833368
g3251,0.701901168,-0.153310307,0.153724035
g3252,0.702058581,1.133036094,0.153626648
g3253,0.702507324,-1.706503108,0.153349144
g3254,0.702553989,0.764172088,0.153320296
g3255,0.702728726,0.17877211,0.153212293
g3256,0.70284313,-0.200083076,0.153141596
g3257,0.702919444,0.324151198,0.153094443
g3258,0.702944577,0.851794164,0.153078915
g3259,0.703385344,-0.22703878,0.152806685
g3260,0.704350915,1.315251718,0.152210917
g3261,0.704363369,-1.186800754,0.152203238
g3262,0.705052349,0.526240929,0.151778636
g3263,0.705309899,0.478019476,0.151620021
g3264,0.70570197,0.792807204,0.15137867
g3265,0.705723805,1.130816463,0.151365233
g3266,0.706750577,-0.094252711,0.150733828
g3267,0.707024364,-1.371125324,0.15056562
g3268,0.707056919,-0.183342646,0.150545624
g3269,0.707101078,0.155719659,0.150518501
g3270,0.707487039,-0.263445488,0.150281512
g3271,0.707584544,-0.122926469,0.150221662
g3272,0.707622784,-0.137695731,0.150198192
g3273,0.70778075,-0.921186841,0.150101253
g3274,0.708423475,-0.111767286,0.149707056
g3275,0.708489882,-0.111767286,0.149666348
g3276,0.708778947,0.010707603,0.149489191
g3277,0.70963998,1.979584563,0.148961925
g3278,0.709780572,-0.127689195,0.148875892
g3279,0.709805237,-0.329933705,0.148860801
g3280,0.70982,-0.066322967,0.148851768
g3281,0.710211992,0.128719764,0.148611999
g3282,0.710656524,0.209676326,0.148340253
g3283,0.711339382,0.791767683,0.147923147
g3284,0.712020881,-0.208456223,0.14750727
g3285,0.712519011,-0.057213356,0.147203544
g3286,0.712733049,-0.108958183,0.147073103
g3287,0.712947628,-0.04411709,0.146942372
g3288,0.713222511,0.044646403,0.146774958
g3289,0.713369486,0.233873073,0.146685471
g3290,0.713809676,0.345043258,0.146417569
g3291,0.71388008,0.142191279,0.146374736
g3292,0.7139793,-1.269443243,0.146314379
g3293,0.714326091,0.175798051,0.146103487
g3294,0.7143646,-0.547933291,0.146080075
g3295,0.714509827,-0.168532866,0.145991794
g3296,0.714519881,0.764172088,0.145985683
g3297,0.714937971,-0.342304324,0.145731637
g3298,0.716103663,-0.75117372,0.145024105
g3299,0.716129878,-0.206972653,0.145008206
g3300,0.716289859,-0.151161782,0.144911197
g3301,0.716341298,-0.131053689,0.14488001
g3302,0.716513512,0.211263547,0.144775615
g3303,0.716676728,-0.329326738,0.144676698
g3304,0.71697029,-0.264073169,0.14449884
g3305,0.716973294,-0.160139632,0.144497021
g3306,0.717053262,0.857664926,0.144448584
g3307,0.717252138,0.019647281,0.144328149
g3308,0.718624204,-0.129555504,0.143498159
g3309,0.718984996,0.28704399,0.143280173
g3310,0.719267869,-0.306842052,0.14310934
g3311,0.719669686,-0.124034361,0.14286679
g3312,0.720485948,0.097324849,0.142374485
g3313,0.720574452,-0.448786795,0.14232114
g3314,0.72096922,-1.271906861,0.142083276
g3315,0.721059128,-0.479527666,0.142029121
g3316,0.72119256,-0.605336123,0.141948762
g3317,0.721361607,-0.068116212,0.141846976
g3318,0.721431519,-0.192379884,0.141804887
g3319,0.72186358,0.597406815,0.141544869
g3320,0.722153354,-0.183963093,0.141370567
g3321,0.722226433,-0.298552715,0.141326621
g3322,0.722420849,0.544902791,0.141209729
g3323,0.722838433,0.239184001,0.140958764
g3324,0.723046597,-0.420393479,0.140833714
g3325,0.723459172,-0.265988323,0.140585973
g3326,0.723547928,-1.415143218,0.140532696
g3327,0.724114582,0.93289871,0.140192707
g3328,0.724667401,0.07453036,0.139861275
g3329,0.725097222,0.952885973,0.139603759
g3330,0.725231392,0.259955411,0.139523406
g3331,0.725251239,-0.047270309,0.139511521
g3332,0.725328412,0.759464009,0.13946531
g3333,0.725378405,0.493849284,0.139435378
g3334,0.725642326,0.739587021,0.139277393
g3335,0.725666965,-0.200711372,0.139262647
g3336,0.72582376,0.136827352,0.139168819
g3337,0.725893623,0.268801823,0.139127019
g3338,0.726224244,-0.592276513,0.138929257
g3339,0.726229893,-2.544769433,0.138925879
g3340,0.726242564,-0.512856122,0.138918301
g3341,0.726245809,-0.220679499,0.138916361
g3342,0.726297599,0.24425394,0.138885392
g3343,0.726536329,-1.432508867,0.138742665
g3344,0.726670172,0.346969623,0.138662666
g3345,0.726737126,-0.272880093,0.138622653
g3346,0.727334157,-0.279871138,0.138266017
g3347,0.727575416,0.147603309,0.138121984
g3348,0.727632349,0.673723632,0.138088001
g3349,0.727669887,0.373048759,0.138065597
g3350,0.727673577,-0.680883021,0.138063395
g3351,0.727901552,0.244404925,0.137927355
g3352,0.728820386,-0.483131253,0.137379488
g3353,0.728917304,-0.993144856,0.13732174
g3354,0.728955956,0.438944484,0.137298711
g3355,0.729191635,-0.173834826,0.137158322
g3356,0.729266981,-0.118742831,0.13711345
g3357,0.729275895,-0.087757356,0.137108141
g3358,0.729309756,0.715604595,0.137087977
g3359,0.729321886,-0.693541847,0.137080754
g3360,0.729388033,0.712974911,0.137041366
g3361,0.729606025,-1.963798674,0.136911588
g3362,0.730080977,-0.991460679,0.136628967
g3363,0.730359523,-0.119451637,0.136463304
g3364,0.73047034,0.21764661,0.136397413
g3365,0.730482385,0.058893615,0.136390252
g3366,0.730523119,0.420892347,0.136366035
g3367,0.730653083,2.119691133,0.136288779
g3368,0.731485679,-0.14292283,0.135794172
g3369,0.731779991,0.173356592,0.13561947
g3370,0.731883509,-0.12821081,0.135558038
g3371,0.731961014,0.900456025,0.13551205
g3372,0.732037713,-0.175078181,0.135466544
g3373,0.732676899,0.226567366,0.135087501
g3374,0.732774575,-0.109424743,0.135029608
g3375,0.732839318,-0.666788567,0.134991238
g3376,0.732849205,-0.322693398,0.134985379
g3377,0.733063534,-0.221479302,0.134858384
g3378,0.733131514,-0.907113628,0.134818112
g3379,0.733203193,-0.479363855,0.134775652
g3380,0.733386458,0.206951887,0.134667114
g3381,0.733456399,-0.406730803,0.134625698
g3382,0.733490837,0.871428449,0.134605307
g3383,0.733590027,-0.163922348,0.134546581
g3384,0.734465164,0.392726521,0.134028798
g3385,0.734562125,-1.639476816,0.133971468
g3386,0.734665249,-0.959617318,0.133910503
g3387,0.735074091,-0.176049102,0.133668884
g3388,0.735128179,1.604980434,0.13363693
g3389,0.735174807,0.725085781,0.133609384
g3390,0.73580857,0.966625691,0.133235158
g3391,0.735977612,0.955911569,0.133135396
g3392,0.737296088,-0.443191463,0.13235807
g3393,0.737427827,2.020632194,0.132280478
g3394,0.737551364,0.334924131,0.132207729
g3395,0.737609531,0.344305773,0.13217348
g3396,0.73773961,0.829734905,0.132096898
g3397,0.738548558,-0.088574171,0.131620945
g3398,0.73872332,1.645578994,0.131518191
g3399,0.739069526,-0.847446334,0.131314705
g3400,0.739128272,-0.094558052,0.131280185
g3401,0.739302603,-0.176049101,0.131177765
g3402,0.739724247,-0.278209162,0.130930146
g3403,0.740303233,-0.894568435,0.130590354
g3404,0.740491871,0.099776656,0.130479705
g3405,0.740501247,0.065491422,0.130474206
g3406,0.741321063,0.201421826,0.12999366
g3407,0.741360957,1.649149954,0.129970289
g3408,0.741401102,0.339395486,0.129946773
g3409,0.741601724,-0.301028631,0.129829269
g3410,0.74166964,-0.119209424,0.129789498
g3411,0.742458077,0.415328958,0.129328064
g3412,0.742696728,-0.517894205,0.129188489
g3413,0.742831627,0.239201379,0.129109614
g3414,0.743039044,-1.323159821,0.128988365
g3415,0.743270642,0.171996805,0.128853021
g3416,0.743338822,0.192271831,0.128813185
g3417,0.743457956,-0.435495457,0.128743587
g3418,0.743826525,1.034591079,0.128528339
g3419,0.744009513,0.223375579,0.128421511
g3420,0.744012636,0.752707673,0.128419689
g3421,0.744350981,-0.080006604,0.128222235
g3422,0.745444357,-0.821352045,0.127584769
g3423,0.745468441,-0.055094171,0.127570737
g3424,0.7456802,0.140639446,0.127447389
g3425,0.745874306,-0.052447887,0.127334353
g3426,0.746392063,-0.422422665,0.127032987
g3427,0.746661722,-0.988792705,0.126876112
g3428,0.746802211,0.236871121,0.126794405
g3429,0.746883966,-0.079938794,0.126746864
g3430,0.74690325,0.357785065,0.126735651
g3431,0.747317266,0.125836897,0.126494984
g3432,0.747368962,-0.415202426,0.126464942
g3433,0.748040592,1.569462988,0.126074835
g3434,0.748250408,-0.489819226,0.125953038
g3435,0.74852624,-1.522766124,0.125792971
g3436,0.74856737,-0.281976615,0.125769108
g3437,0.748676422,-0.257888713,0.125705844
g3438,0.748761543,-0.112413803,0.125656469
g3439,0.74889058,0.095710144,0.125581632
g3440,0.749580938,-0.587659864,0.125181466
g3441,0.749637639,0.82282553,0.125148616
g3442,0.749718676,0.664004083,0.12510167
g3443,0.749990011,-0.699822811,0.124944521
g3444,0.750081851,0.56340001,0.124891343
g3445,0.750161117,0.495321186,0.12484545
g3446,0.75021439,-1.67783267,0.12481461
g3447,0.75025907,0.500544626,0.124788746
g3448,0.750745133,1.845225319,0.124507475
g3449,0.750921371,-0.079538787,0.124405536
g3450,0.751158054,-0.267000086,0.124268672
g3451,0.751532499,0.045761534,0.124052234
g3452,0.751920909,-0.085885775,0.123827838
g3453,0.752167549,-0.193028855,0.123685407
g3454,0.752199419,0.437323505,0.123667006
g3455,0.752349939,-0.35413905,0.12358011
g3456,0.752600332,1.505566371,0.123435594
g3457,0.75268681,0.213471937,0.123385694
g3458,0.75276138,-0.305339893,0.12334267
g3459,0.752811005,-0.775919854,0.123314041
g3460,0.752946616,-0.224405109,0.123235814
g3461,0.75307112,-0.889402623,0.123164007
g3462,0.75338057,0.027704011,0.122985585
g3463,0.753407646,-0.118558213,0.122969977
g3464,0.753949579,0.755012083,0.122657697
g3465,0.754246286,0.059717456,0.12248682
g3466,0.754358777,-0.903970878,0.122422052
g3467,0.754588588,-0.068332027,0.122289767
g3468,0.754820398,-0.204713351,0.122156372
g3469,0.75499299,-0.105016412,0.122057081
g3470,0.755192679,0.161890885,0.121942229
g3471,0.755340432,0.306840239,0.121857268
g3472,0.75545199,0.125377293,0.12179313
g3473,0.755683994,1.436775792,0.121659776
g3474,0.755811085,0.844760482,0.121586743
g3475,0.755820759,-0.779773978,0.121581184
g3476,0.756000876,-0.031812276,0.121477701
g3477,0.756089739,0.114389052,0.121426656
g3478,0.757300821,-0.721210285,0.120731572
g3479,0.758372315,-1.541980066,0.12011753
g3480,0.758586331,-1.12994232,0.119994987
g3481,0.758823721,0.089351706,0.119859101
g3482,0.758874501,0.458446929,0.11983004
g3483,0.758925796,-0.641948907,0.119800685
g3484,0.758974578,-0.145253541,0.119772771
g3485,0.760019646,-0.467972667,0.119175181
g3486,0.76006011,-0.125376346,0.11915206
g3487,0.760103118,0.741662164,0.119127486
g3488,0.760594309,0.294978832,0.118846928
g3489,0.760615221,-1.144205546,0.118834988
g3490,0.760978993,0.706426132,0.118627332
g3491,0.761072459,0.1703709,0.118573994
g3492,0.761325195,-0.399158597,0.118429798
g3493,0.761566593,-0.631627823,0.118292115
g3494,0.762085817,0.197204785,0.117996121
g3495,0.762109541,-0.757486864,0.117982601
g3496,0.762414334,0.359889965,0.117808947
g3497,0.762448448,-0.105721896,0.117789515
g3498,0.762501613,0.673131053,0.117759233
g3499,0.76254419,0.110797393,0.117734984
g3500,0.763030027,0.195354665,0.117458371
g3501,0.763135823,-0.457609422,0.117398159
g3502,0.763339113,-0.095652,0.117282484
g3503,0.763670651,-0.646089239,0.1170939
g3504,0.763953388,0.796356771,0.116933139
g3505,0.764737823,-0.054473679,0.11648743
g3506,0.764838606,0.148676198,0.116430199
g3507,0.764847552,0.482542356,0.116425119
g3508,0.765169102,-0.130266958,0.116242575
g3509,0.765264461,-0.165288013,0.116188455
g3510,0.76570269,-0.838937751,0.115939827
g3511,0.765703571,-0.056883309,0.115939327
g3512,0.765919455,-0.557688789,0.115816899
g3513,0.766022638,-0.088968057,0.115758396
g3514,0.76639382,0.595323479,0.115548006
g3515,0.766545362,0.30012111,0.11546214
g3516,0.766759203,-0.08171809,0.115341003
g3517,0.766853509,-0.12846084,0.115287591
g3518,0.766928605,-1.147919281,0.115245064
g3519,0.767071791,-0.484390428,0.115163988
g3520,0.767466564,-0.130913881,0.114940536
g3521,0.767738995,-0.12439296,0.1147864
g3522,0.76785956,0.551431916,0.114718204
g3523,0.768438482,0.120337086,0.114390895
g3524,0.768478534,0.183037183,0.114368259
g3525,0.768712803,0.787638666,0.114235886
g3526,0.768800631,-0.021138474,0.114186269
g3527,0.76906716,0.679293297,0.114035733
g3528,0.769291009,-0.713108099,0.113909343
g3529,0.769540555,-0.067818504,0.113768488
g3530,0.769942564,0.096593707,0.113541671
g3531,0.770080413,-0.079202282,0.113463923
g3532,0.770173414,0.723889954,0.113411477
g3533,0.770182961,0.971751647,0.113406094
g3534,0.770362798,0.948047375,0.113304698
g3535,0.770677847,1.646003413,0.113127125
g3536,0.770855123,0.432566063,0.113027237
g3537,0.771335274,-0.260639825,0.112756807
g3538,0.771348996,0.082231196,0.112749081
g3539,0.771498723,-0.122798326,0.112664788
g3540,0.771505582,0.041296017,0.112660927
g3541,0.771720409,0.607079588,0.112540014
g3542,0.771796949,-0.93821847,0.112496943
g3543,0.771802193,0.84154576,0.112493992
g3544,0.772051116,-0.060902264,0.112353945
g3545,0.772207239,0.087629109,0.112266131
g3546,0.772438075,0.331783763,0.112136327
g3547,0.772474555,1.453000708,0.112115817
g3548,0.772593508,-0.104572884,0.112048945
g3549,0.772780707,-0.128189385,0.111943729
g3550,0.772789792,0.455526784,0.111938623
g3551,0.773419146,-0.081234555,0.111585081
g3552,0.773445234,0.890413817,0.111570432
g3553,0.773523089,-0.673810707,0.111526718
g3554,0.773530828,0.569107969,0.111522373
g3555,0.774006734,-0.737595736,0.111255261
g3556,0.774512887,0.101657838,0.110971352
g3557,0.774530581,-0.024711172,0.11096143
g3558,0.77460926,0.05502165,0.110917316
g3559,0.774772888,0.632573376,0.110825585
g3560,0.775688538,-0.090363143,0.110312626
g3561,0.776025358,-1.198806097,0.110124087
g3562,0.776082198,0.078876186,0.110092278
g3563,0.777051706,-0.12530341,0.109550082
g3564,0.777402091,-0.079526937,0.109354296
g3565,0.777592533,-0.319870815,0.109247918
g3566,0.777765461,-0.149227165,0.109151347
g3567,0.77776597,0.083819613,0.109151063
g3568,0.777876263,0.442117614,0.109089481
g3569,0.777911531,-0.495246563,0.109069791
g3570,0.777917222,-0.239538395,0.109066614
g3571,0.778344886,-0.083337346,0.108827924
g3572,0.778735322,-0.098812547,0.108610126
g3573,0.778959442,0.416087541,0.108485154
g3574,0.779100638,-0.25416771,0.10840644
g3575,0.779354425,0.326193207,0.108264994
g3576,0.779875132,-0.040888046,0.107974928
g3577,0.78015115,-0.390460087,0.107821247
g3578,0.780393548,-1.027689628,0.10768633
g3579,0.781022206,-0.036314178,0.107336618
g3580,0.781181849,0.448147403,0.107247856
g3581,0.78129958,0.128011199,0.107182409
g3582,0.781514273,-0.81370214,0.107063086
g3583,0.781666303,-0.320044784,0.10697861
g3584,0.781898492,0.37321063,0.106849624
g3585,0.782955492,-0.190755469,0.106262925
g3586,0.783339291,-0.526296938,0.106050089
g3587,0.783625513,-0.303529445,0.105891433
g3588,0.784012523,-0.501327707,0.105677
g3589,0.784156812,-0.028020894,0.10559708
g3590,0.784262771,-0.096932779,0.1055384
g3591,0.78447555,0.088907605,0.105420588
g3592,0.784489651,0.691224035,0.105412781
g3593,0.784729872,0.299337148,0.105279815
g3594,0.78475652,0.041921405,0.105265067
g3595,0.784797995,0.01194041,0.105242115
g3596,0.784971452,-1.320834916,0.105146137
g3597,0.785230919,0.047049303,0.105002608
g3598,0.785332984,-0.07416238,0.104946162
g3599,0.785644256,-0.101677841,0.10477406
g3600,0.785737614,-1.218553988,0.104722456
g3601,0.785872736,-0.217322227,0.104647778
g3602,0.787264619,-0.200690151,0.103879266
g3603,0.787339256,0.66057015,0.103838095
g3604,0.787853056,-0.757672537,0.103554776
g3605,0.788066602,-0.299396588,0.103437077
g3606,0.788220088,0.129137321,0.103352501
g3607,0.788425888,-0.211949214,0.103239124
g3608,0.78867007,0.13966117,0.10310464
g3609,0.788694092,-0.289886045,0.103091412
g3610,0.788703943,0.071113543,0.103085988
g3611,0.789350147,0.633081348,0.102730306
g3612,0.789778664,-0.736189957,0.102494603
g3613,0.790212564,0.662095186,0.10225607
g3614,0.790567891,0.547074559,0.102060829
g3615,0.791500555,-0.012164334,0.101548776
g3616,0.792112016,-1.593756163,0.101213399
g3617,0.792218496,1.803556458,0.101155022
g3618,0.792483616,0.421402052,0.101009708
g3619,0.792858409,-1.317418914,0.100804363
g3620,0.793128053,0.071726185,0.100656689
g3621,0.793400368,-0.296385683,0.100507602
g3622,0.793608589,-0.025559095,0.100393641
g3623,0.793659063,0.120458035,0.10036602
g3624,0.793816369,0.05411644,0.10027995
g3625,0.793917766,0.077288218,0.100224479
g3626,0.79421232,-1.679874897,0.10006338
g3627,0.794762008,-0.20183978,0.099762902
g3628,0.795302275,-1.43421515,0.099467775
g3629,0.795648038,0.228264249,0.099279004
g3630,0.795839137,0.167943992,0.099174707
g3631,0.796017535,-0.215115188,0.099077365
g3632,0.796254224,-0.363115092,0.098948251
g3633,0.796581673,-0.132252597,0.09876969
g3634,0.797315626,-0.151508391,0.098369724
g3635,0.797328686,0.174490483,0.098362611
g3636,0.797420327,0.07501992,0.098312698
g3637,0.797499245,0.848567606,0.098269719
g3638,0.798036725,-0.025211035,0.097977122
g3639,0.798063245,0.746502104,0.09796269
g3640,0.798223735,0.121339323,0.097875363
g3641,0.798400555,0.345230844,0.09777917
g3642,0.798468464,-1.108053257,0.097742232
g3643,0.798584403,-0.093198318,0.097679176
g3644,0.798611324,0.136762176,0.097664536
g3645,0.799123891,-0.246984848,0.097385885
g3646,0.79966173,0.04946179,0.097093688
g3647,0.799664543,-0.427093026,0.09709216
g3648,0.799726225,-0.357075683,0.097058662
g3649,0.800124465,-0.374871854,0.09684245
g3650,0.800212043,-0.184732781,0.096794917
g3651,0.800347661,0.46596651,0.09672132
g3652,0.800501988,-0.637433107,0.096637585
g3653,0.801305092,-0.213881214,0.096202097
g3654,0.801315239,-1.241278689,0.096196598
g3655,0.802155189,-0.392271081,0.095741603
g3656,0.80245135,-0.047409682,0.095581288
g3657,0.802878106,-0.571476086,0.095350385
g3658,0.803326816,-0.222398165,0.095107736
g3659,0.803930313,-0.211990159,0.094781596
g3660,0.804553635,-0.297433966,0.094444999
g3661,0.805090239,0.346471044,0.094155439
g3662,0.805546902,0.600119923,0.093909168
g3663,0.805558804,-0.329887251,0.093902752
g3664,0.805680065,-0.052907355,0.093837382
g3665,0.805746069,0.491138077,0.093801805
g3666,0.805930081,0.399742313,0.093702634
g3667,0.805943912,2.18320288,0.093695181
g3668,0.805977425,0.623757047,0.093677122
g3669,0.806024502,-0.608378254,0.093651756
g3670,0.80605708,-0.179919369,0.093634203
g3671,0.806271132,-0.270455806,0.09351889
g3672,0.806583188,0.047052392,0.093350834
g3673,0.806632571,-0.777658752,0.093324246
g3674,0.807106713,-0.199257172,0.09306904
g3675,0.807687509,-0.073266032,0.092756633
g3676,0.807931923,0.431089793,0.092625232
g3677,0.808251327,-0.299957445,0.092453574
g3678,0.808869724,-0.775392914,0.09212142
g3679,0.809955627,-0.168671107,0.091538773
g3680,0.810098269,0.148996437,0.091462296
g3681,0.810585352,1.061222552,0.091201249
g3682,0.811322599,-0.108332777,0.090806427
g3683,0.811601058,0.050688788,0.090657395
g3684,0.81160873,-0.0950411,0.09065329
g3685,0.811830406,0.223970078,0.090534687
g3686,0.812062322,0.099445447,0.090410639
g3687,0.812335886,0.13935061,0.090264361
g3688,0.812687033,-0.060884852,0.09007667
g3689,0.812762464,0.833434008,0.090036362
g3690,0.812797322,-0.596811995,0.090017736
g3691,0.812940531,0.640741885,0.089941223
g3692,0.813171865,0.04854028,0.089817656
g3693,0.813889294,-0.176336869,0.089434664
g3694,0.814003397,-0.107870746,0.089373783
g3695,0.81433581,0.25978088,0.089196467
g3696,0.814430761,0.215367432,0.089145831
g3697,0.81490767,-0.090199774,0.088891595
g3698,0.815201926,0.139742201,0.088734803
g3699,0.815218381,0.595685362,0.088726037
g3700,0.815285828,2.27138932,0.088690107
g3701,0.815658443,0.091066051,0.088491664
g3702,0.815668535,-0.720229021,0.088486291
g3703,0.815690054,0.997274809,0.088474833
g3704,0.815997379,-0.723730974,0.088311236
g3705,0.816164709,0.370506823,0.088222188
g3706,0.81655516,0.244274706,0.088014472
g3707,0.816688016,-0.066765329,0.087943817
g3708,0.816842135,-0.619526188,0.087861868
g3709,0.817490299,0.183098171,0.087517392
g3710,0.818150652,0.476768843,0.087166719
g3711,0.818391849,0.345720097,0.087038705
g3712,0.818448499,-0.067412889,0.087008643
g3713,0.818492698,-0.848997994,0.086985191
g3714,0.818687695,-0.012438293,0.086881737
g3715,0.818934618,-0.148518844,0.08675077
g3716,0.819487225,-0.199928306,0.086457812
g3717,0.819519006,-0.625650536,0.08644097
g3718,0.819984351,0.183942471,0.086194436
g3719,0.82000742,-0.056423303,0.086182218
g3720,0.820032174,0.081358866,0.086169108
g3721,0.820246612,0.440366311,0.086055555
g3722,0.820280993,0.070117255,0.086037352
g3723,0.821454791,0.191420472,0.085416333
g3724,0.821510149,0.530503354,0.085387067
g3725,0.821836386,0.261132694,0.085214635
g3726,0.821968492,0.851495818,0.08514483
g3727,0.822032389,0.358797565,0.08511107
g3728,0.822385523,2.853445324,0.084924543
g3729,0.822400371,-0.490116011,0.084916702
g3730,0.822630486,-0.040114318,0.0847952
g3731,0.82264831,0.175258493,0.08478579
g3732,0.823048412,-0.073766761,0.084574619
g3733,0.8237057,-0.095535097,0.084227929
g3734,0.82403835,-0.182626841,0.084052576
g3735,0.824300762,0.048546024,0.083914299
g3736,0.824648387,0.395434357,0.083731186
g3737,0.824696029,-0.048892467,0.083706097
g3738,0.825017201,-0.527234243,0.083536997
g3739,0.825284695,-0.218409163,0.083396209
g3740,0.825554521,1.022376577,0.08325424
g3741,0.825557634,-0.142839304,0.083252602
g3742,0.825741885,0.203504113,0.083155686
g3743,0.826607235,-0.168186624,0.082700798
g3744,0.82666355,-0.098434856,0.082671211
g3745,0.827953709,-0.193959083,0.081993944
g3746,0.828055024,0.484867282,0.081940804
g3747,0.828468372,-0.202584642,0.081724067
g3748,0.828734378,-0.443823476,0.081584645
g3749,0.828838881,0.052606271,0.081529884
g3750,0.829987735,0.199324483,0.080928325
g3751,0.8302293,0.953635186,0.080801944
g3752,0.830485353,-0.631046578,0.080668023
g3753,0.830628335,0.085643185,0.080593258
g3754,0.830780745,-0.440529377,0.080513578
g3755,0.830816952,0.052197324,0.080494651
g3756,0.831367381,-0.282304444,0.080207019
g3757,0.831796496,0.173216435,0.079982913
g3758,0.831989531,0.019513196,0.079882138
g3759,0.832459287,-0.333934446,0.079636997
g3760,0.832547343,-0.417706718,0.079591061
g3761,0.8335357,-0.433735139,0.079075795
g3762,0.833949719,1.766767232,0.078860133
g3763,0.834276901,0.915352963,0.078689781
g3764,0.834427338,-0.339418593,0.078611476
g3765,0.834742805,0.280348117,0.078447316
g3766,0.834861382,0.245454629,0.078385628
g3767,0.83495107,-0.185222827,0.078338974
g3768,0.835048918,0.160552045,0.078288082
g3769,0.835425711,0.191896698,0.078092163
g3770,0.835866018,0.693892605,0.077863331
g3771,0.836846733,0.621952655,0.077354075
g3772,0.83699623,-0.669734897,0.077276498
g3773,0.837505153,-0.179064444,0.077012512
g3774,0.837572156,-0.467032883,0.076977769
g3775,0.837581502,-0.209538901,0.076972923
g3776,0.837620723,-0.164789948,0.076952587
g3777,0.838588886,-1.781468548,0.076450898
g3778,0.838943446,0.051132024,0.076267314
g3779,0.839024821,0.586328506,0.076225191
g3780,0.839251537,-0.032776449,0.076107855
g3781,0.839507237,1.405198482,0.075975556
g3782,0.839645572,0.152664608,0.075903998
g3783,0.839766157,-0.450337785,0.075841632
g3784,0.84129078,-0.212439184,0.075053871
g3785,0.841403287,0.265648411,0.074995796
g3786,0.84254567,0.927497761,0.074406549
g3787,0.842724923,0.208988957,0.074314162
g3788,0.843006261,-0.167517027,0.0741692
g3789,0.844171948,-0.000671091,0.073569084
g3790,0.844305588,-0.271132941,0.073500336
g3791,0.844689398,-0.05699079,0.073302957
g3792,0.844780557,0.448377106,0.07325609
g3793,0.845088851,-0.279543868,0.073097628
g3794,0.845145666,-0.04657456,0.073068431
g3795,0.845170869,0.40795471,0.07305548
g3796,0.846432939,-0.117950867,0.072407444
g3797,0.846792793,0.878916651,0.072222847
g3798,0.847337783,0.577257184,0.071943428
g3799,0.847519806,-0.479476714,0.071850144
g3800,0.847573918,0.569214567,0.071822416
g3801,0.847975793,-1.175241748,0.071616545
g3802,0.848133811,0.095736647,0.071535623
g3803,0.849170559,-0.398883805,0.071005071
g3804,0.84926917,0.470966508,0.070954641
g3805,0.849714752,-0.04330912,0.070726842
g3806,0.849725736,-0.180161278,0.070721228
g3807,0.849922146,-0.166199269,0.070620854
g3808,0.849999858,0.443567542,0.070581147
g3809,0.850038499,0.080978953,0.070561404
g3810,0.850292957,-0.18401348,0.070431418
g3811,0.850381525,0.804005452,0.070386184
g3812,0.850756833,-0.097962451,0.070194554
g3813,0.85092532,-0.019711393,0.070108553
g3814,0.851585764,-0.109276726,0.069771607
g3815,0.852190807,-0.055268803,0.069463155
g3816,0.852457996,-0.257448255,0.069327011
g3817,0.852465667,1.102274419,0.069323103
g3818,0.852592656,-0.221415231,0.069258413
g3819,0.853045061,0.944464601,0.069028027
g3820,0.853179921,0.23064125,0.068959374
g3821,0.85344129,0.277333967,0.06882635
g3822,0.853526408,-0.03172978,0.068783037
g3823,0.854499677,-0.210168147,0.068288097
g3824,0.854533048,1.185776947,0.068271137
g3825,0.854727762,-0.216389229,0.06817219
g3826,0.854793147,-0.053936085,0.068138968
g3827,0.855183493,0.556953383,0.067940691
g3828,0.855487422,-0.128968083,0.067786371
g3829,0.855693962,0.044391122,0.067681532
g3830,0.856076141,-0.111581024,0.067487607
g3831,0.856375801,-0.045041636,0.067335613
g3832,0.856475763,-0.018964949,0.067284922
g3833,0.856534145,-0.166304994,0.06725532
g3834,0.856542338,0.130107485,0.067251165
g3835,0.856557058,1.020188871,0.067243702
g3836,0.856724667,-0.063861113,0.067158729
g3837,0.856739578,-0.573846016,0.06715117
g3838,0.857137927,1.82113235,0.066949288
g3839,0.857307492,0.14716303,0.066863381
g3840,0.857351818,-0.007371616,0.066840927
g3841,0.857891204,0.103813187,0.066567785
g3842,0.858129401,-0.258447953,0.066447218
g3843,0.858345765,-0.154620315,0.066337731
g3844,0.858361158,0.143954796,0.066329943
g3845,0.858397206,0.994434432,0.066311705
g3846,0.858497012,-0.11694898,0.066261212
g3847,0.859073072,0.254750668,0.065969894
g3848,0.859122159,-0.89492442,0.065945079
g3849,0.859459073,-0.099569407,0.065774799
g3850,0.859828984,-0.222688851,0.065587919
g3851,0.859862643,-0.079514677,0.065570919
g3852,0.859863032,-0.026844658,0.065570722
